"","gender","ethnicity","first_name","last_name","Avenger","Superhero","year_birth","income"
"1",0,5,"Matthew","Staib",FALSE,FALSE,1985,45366.0334264349
"2",1,2,"Madeleine","Mitta",FALSE,FALSE,1965,113680.990086656
"3",0,1,"Michael","Rice",FALSE,FALSE,1985,52105.1602758533
"4",0,3,"Andre","Braden",FALSE,FALSE,1935,10583.5972641382
"5",0,1,"Joshua","Alire",FALSE,FALSE,1936,12005.0647742499
"6",1,2,"Sanskriti","Lei",FALSE,FALSE,1935,13239.5358753163
"7",1,2,"Thao","Chesson",FALSE,FALSE,1929,4908.65701164553
"8",1,6,"Miska","el-Radi",FALSE,FALSE,1938,17060.9087756402
"9",1,2,"Ashley","Lee",FALSE,FALSE,1988,54605.2491021265
"10",0,1,"Angelo","Burris",FALSE,FALSE,1997,26141.5919110964
"11",1,4,"Melissa Marie","Vargas Juarez",FALSE,FALSE,1986,63856.5406806955
"12",0,1,"Ira","Hopper",FALSE,FALSE,1937,12751.0970320079
"13",0,5,"Cody","Koch",FALSE,FALSE,1929,4821.22836596407
"14",0,3,"Javon","Lee",FALSE,FALSE,1939,17215.6259539965
"15",0,3,"Keilan","Pierre",FALSE,FALSE,1949,46796.6310816831
"16",0,1,"Brandon","Pourier",FALSE,FALSE,1938,15656.4210326147
"17",0,1,"Brandon","Lawrence",FALSE,FALSE,2001,28775.4864439161
"18",1,4,"Sara","Theisen",FALSE,FALSE,1990,42147.0609638654
"19",0,1,"Robert","Yazzie",FALSE,FALSE,1978,73585.6766141578
"20",0,5,"Austin","Wille",FALSE,FALSE,1928,4055.78184184241
"21",0,5,"John","Kannawin",FALSE,FALSE,1976,81429.9139994686
"22",0,3,"Devin","Johnson",FALSE,FALSE,2002,27077.8799246526
"23",0,3,"Javohn","Banks-Hill",FALSE,FALSE,1984,58424.691077149
"24",1,6,"Suhaila","al-Farooq",FALSE,FALSE,1932,8099.17528017921
"25",1,2,"Denise","Byambatsogt",FALSE,FALSE,2002,32225.486455356
"26",0,1,"Rodney","Arrates",FALSE,FALSE,1993,26259.5030630213
"27",0,3,"Stuart","Burton",FALSE,FALSE,1940,19707.9709808647
"28",0,5,"Christian","Palmer",FALSE,FALSE,1923,1705.79278042217
"29",1,4,"Jaymee","Borquez",FALSE,FALSE,1970,112620.934801829
"30",0,3,"Bradyn","Mohamud",FALSE,FALSE,1974,89768.1683693197
"31",1,2,"Leyla","Her",FALSE,FALSE,2000,34298.7886372797
"32",0,1,"Brackin","Brough",FALSE,FALSE,1986,44592.5666391101
"33",1,2,"Haleakala","Blair",FALSE,FALSE,1991,37331.2441970645
"34",0,5,"Brennan","Schwindt",FALSE,FALSE,1981,67863.7433572249
"35",1,6,"Hasnaa","al-Saleem",FALSE,FALSE,1960,88208.231599122
"36",1,2,"Sumana","Kakarlapudi",FALSE,FALSE,1996,38548.8806387219
"37",1,4,"Brittany","Valdez",FALSE,FALSE,2000,32503.8539521653
"38",0,3,"Cameron","Threatt",FALSE,FALSE,1984,63399.9240084649
"39",0,1,"Tarquin","Oscarson",FALSE,FALSE,1937,13009.7059955192
"40",0,3,"Jordan","Thompson",FALSE,FALSE,1977,79992.3084790481
"41",0,1,"Andrew","Cotter",FALSE,FALSE,1972,91022.4714305763
"42",0,5,"Michael","Cline",FALSE,FALSE,1958,72046.4992256992
"43",1,6,"Urwa","al-Bari",FALSE,FALSE,1985,67772.8963463621
"44",0,3,"Skylar","Thigpen",FALSE,FALSE,1998,26407.9254706476
"45",1,6,"Hilmiyya","al-Jamal",FALSE,FALSE,1928,5030.30065951428
"46",1,2,"Neha","Sun",FALSE,FALSE,1951,58522.8401496943
"47",0,1,"Charles","Talbott",FALSE,FALSE,1951,53779.5424263112
"48",0,3,"Deonte","Gilbert",FALSE,FALSE,1992,28047.0461079402
"49",0,1,"Jeremy","Rea",FALSE,FALSE,1987,44470.017345692
"50",0,5,"Keith","Littlefield",FALSE,FALSE,1968,91062.0630628191
"51",0,5,"Ian","Hammond",FALSE,FALSE,1945,33746.5953460925
"52",1,6,"Nawwaara","al-Nour",FALSE,FALSE,1933,10763.2034989872
"53",0,3,"Quincy","Bader",FALSE,FALSE,1955,70770.2227799874
"54",0,1,"Samuel","Ditlevson",FALSE,FALSE,2002,27462.3074712024
"55",0,1,"Brian","Blueeyes",FALSE,FALSE,1972,87722.9629415277
"56",0,1,"Mato Ty","Leyerle",FALSE,FALSE,1960,82069.179629227
"57",1,6,"Nakheel","el-Ayoub",FALSE,FALSE,1922,1629.61799406047
"58",1,2,"Emily","Silva",FALSE,FALSE,1968,125217.924669218
"59",1,2,"Mikayla","Burroughs-Chock",FALSE,FALSE,1993,33967.3689372272
"60",1,4,"Jaycee","Navarrete",FALSE,FALSE,1988,55965.3354934794
"61",1,2,"Emily","Sung",FALSE,FALSE,1977,93210.0708586714
"62",0,5,"Ryan","Normile",FALSE,FALSE,1943,27041.0812796298
"63",1,6,"Aliyya","el-Salem",FALSE,FALSE,1947,48146.5695316729
"64",0,5,"Dylan","Rosin",FALSE,FALSE,1973,85014.5732822982
"65",0,3,"Alonzo","Sonko",FALSE,FALSE,1955,65052.4087575278
"66",0,1,"Joseph","Cuthair",FALSE,FALSE,1964,88766.1898049708
"67",1,2,"Zarqa","Grieb",FALSE,FALSE,1989,49863.5103760783
"68",0,3,"Tiegen","Boyd",FALSE,FALSE,1982,67190.7059792997
"69",0,1,"Joseph","Pinto",FALSE,FALSE,1962,86753.9121537557
"70",0,1,"Kursh","Berg",FALSE,FALSE,2002,28429.9267874117
"71",0,1,"Dakota","Frost",FALSE,FALSE,1969,92056.5836159464
"72",1,6,"Shakoora","al-Akbari",FALSE,FALSE,1954,72321.8575584658
"73",0,5,"James","Richards",FALSE,FALSE,1934,9259.93457714896
"74",1,4,"Jasmin","Santiago",FALSE,FALSE,1974,103240.71948256
"75",1,6,"Fuaada","el-Mona",FALSE,FALSE,1997,31005.1270204916
"76",1,6,"Amatullah","al-Javed",FALSE,FALSE,1944,36373.2402638775
"77",0,1,"Trevor","Laner",FALSE,FALSE,1927,3527.30483594825
"78",1,4,"Lindalee","Diaz",FALSE,FALSE,1993,31419.3452665474
"79",0,3,"Jayvon","Mccalman",FALSE,FALSE,1935,9348.17150801451
"80",1,2,"Erika","Tosi",FALSE,FALSE,1938,18682.9841907974
"81",1,4,"Kimberly","Samaniego",FALSE,FALSE,1952,69121.9774410458
"82",1,6,"Tahiyya","el-Ben",FALSE,FALSE,2004,35122.3459193957
"83",1,4,"Raven","Granados-Mata",FALSE,FALSE,1929,5744.97207344012
"84",0,5,"Aaron","Stevens",FALSE,FALSE,1925,2295.96974634283
"85",1,2,"Madina","Adhikari",FALSE,FALSE,1929,5071.15136106311
"86",0,1,"Justin","Shemel",FALSE,FALSE,1955,65585.57657681
"87",1,4,"Anabelle","Anaya",FALSE,FALSE,1924,2462.83164634647
"88",0,1,"Gabriel","Reddell",FALSE,FALSE,1928,3747.12723963862
"89",0,1,"Santos","Hale",FALSE,FALSE,2002,28282.3582986435
"90",0,3,"Elijah","Washington",FALSE,FALSE,1990,36529.1274991013
"91",0,5,"Trevor","Yudelson",FALSE,FALSE,1985,52033.0533125866
"92",0,5,"Benjamin","Allick",FALSE,FALSE,1948,41088.865631059
"93",0,5,"Jordan","Ward",FALSE,FALSE,1937,14701.351743032
"94",0,1,"Jackie","Young",FALSE,FALSE,1967,99102.1030276178
"95",1,2,"Kelly","Merchant",FALSE,FALSE,1990,43780.6652414635
"96",1,4,"Alyssa","Cabral",FALSE,FALSE,1984,71875.8097581085
"97",0,5,"Luke","Dimarino",FALSE,FALSE,1979,75234.8717790827
"98",0,3,"Jontah","Lee",FALSE,FALSE,1959,79303.1434386575
"99",0,3,"Tumas","Burton",FALSE,FALSE,1974,86880.6456612186
"100",1,4,"Presiliana","Zarazua",FALSE,FALSE,1977,103284.218369066
"101",1,4,"Jacqueline","Gonzalez",FALSE,FALSE,1958,89997.2457764077
"102",1,2,"Mylee","Glasgow",FALSE,FALSE,1952,72522.1811148437
"103",1,4,"Kassandra","Meza",FALSE,FALSE,2000,32009.7347050641
"104",0,3,"Isaac","Lewis",FALSE,FALSE,1923,1557.35301511842
"105",0,5,"Travis","Fakhri",FALSE,FALSE,1920,1022.8545973123
"106",0,5,"Colby","Graham",FALSE,FALSE,1923,1629.83797402746
"107",0,1,"Oyate","Silas",FALSE,FALSE,1966,103773.702123773
"108",0,1,"Malakye","Snowhawk",FALSE,FALSE,1990,36080.9840311322
"109",1,6,"Kawkab","al-Kabir",FALSE,FALSE,1961,98672.416246018
